,key_as_string,key,doc_count
516,2021-01-22T13:00:00.000Z,1611320400000,24
517,2021-01-22T14:00:00.000Z,1611324000000,5
518,2021-01-22T15:00:00.000Z,1611327600000,6
519,2021-01-22T16:00:00.000Z,1611331200000,11
520,2021-01-22T17:00:00.000Z,1611334800000,26
521,2021-01-22T18:00:00.000Z,1611338400000,3
522,2021-01-22T19:00:00.000Z,1611342000000,2
523,2021-01-22T20:00:00.000Z,1611345600000,5
524,2021-01-22T21:00:00.000Z,1611349200000,3
525,2021-01-22T22:00:00.000Z,1611352800000,3
526,2021-01-22T23:00:00.000Z,1611356400000,4
527,2021-01-23T00:00:00.000Z,1611360000000,2
528,2021-01-23T01:00:00.000Z,1611363600000,1
529,2021-01-23T02:00:00.000Z,1611367200000,1
530,2021-01-23T03:00:00.000Z,1611370800000,0
531,2021-01-23T04:00:00.000Z,1611374400000,3
532,2021-01-23T05:00:00.000Z,1611378000000,1
533,2021-01-23T06:00:00.000Z,1611381600000,0
534,2021-01-23T07:00:00.000Z,1611385200000,10
535,2021-01-23T08:00:00.000Z,1611388800000,10
536,2021-01-23T09:00:00.000Z,1611392400000,4
537,2021-01-23T10:00:00.000Z,1611396000000,2
538,2021-01-23T11:00:00.000Z,1611399600000,47
539,2021-01-23T12:00:00.000Z,1611403200000,45
540,2021-01-23T13:00:00.000Z,1611406800000,2
541,2021-01-23T14:00:00.000Z,1611410400000,2
542,2021-01-23T15:00:00.000Z,1611414000000,1
543,2021-01-23T16:00:00.000Z,1611417600000,3
544,2021-01-23T17:00:00.000Z,1611421200000,4
545,2021-01-23T18:00:00.000Z,1611424800000,2
546,2021-01-23T19:00:00.000Z,1611428400000,1
547,2021-01-23T20:00:00.000Z,1611432000000,4
548,2021-01-23T21:00:00.000Z,1611435600000,2
549,2021-01-23T22:00:00.000Z,1611439200000,3
550,2021-01-23T23:00:00.000Z,1611442800000,4
551,2021-01-24T00:00:00.000Z,1611446400000,3
552,2021-01-24T01:00:00.000Z,1611450000000,0
553,2021-01-24T02:00:00.000Z,1611453600000,5
554,2021-01-24T03:00:00.000Z,1611457200000,0
555,2021-01-24T04:00:00.000Z,1611460800000,0
556,2021-01-24T05:00:00.000Z,1611464400000,1
557,2021-01-24T06:00:00.000Z,1611468000000,1
558,2021-01-24T07:00:00.000Z,1611471600000,1
559,2021-01-24T08:00:00.000Z,1611475200000,2
560,2021-01-24T09:00:00.000Z,1611478800000,2
561,2021-01-24T10:00:00.000Z,1611482400000,2
562,2021-01-24T11:00:00.000Z,1611486000000,1
563,2021-01-24T12:00:00.000Z,1611489600000,2
564,2021-01-24T13:00:00.000Z,1611493200000,1
565,2021-01-24T14:00:00.000Z,1611496800000,3
566,2021-01-24T15:00:00.000Z,1611500400000,2
567,2021-01-24T16:00:00.000Z,1611504000000,2
568,2021-01-24T17:00:00.000Z,1611507600000,2
569,2021-01-24T18:00:00.000Z,1611511200000,3
570,2021-01-24T19:00:00.000Z,1611514800000,2
571,2021-01-24T20:00:00.000Z,1611518400000,12
572,2021-01-24T21:00:00.000Z,1611522000000,2
573,2021-01-24T22:00:00.000Z,1611525600000,2
574,2021-01-24T23:00:00.000Z,1611529200000,4
575,2021-01-25T00:00:00.000Z,1611532800000,1
576,2021-01-25T01:00:00.000Z,1611536400000,0
577,2021-01-25T02:00:00.000Z,1611540000000,2
578,2021-01-25T03:00:00.000Z,1611543600000,1
579,2021-01-25T04:00:00.000Z,1611547200000,1
580,2021-01-25T05:00:00.000Z,1611550800000,16
581,2021-01-25T06:00:00.000Z,1611554400000,2
582,2021-01-25T07:00:00.000Z,1611558000000,7
583,2021-01-25T08:00:00.000Z,1611561600000,35
584,2021-01-25T09:00:00.000Z,1611565200000,3
585,2021-01-25T10:00:00.000Z,1611568800000,24
586,2021-01-25T11:00:00.000Z,1611572400000,7
587,2021-01-25T12:00:00.000Z,1611576000000,42
588,2021-01-25T13:00:00.000Z,1611579600000,20
589,2021-01-25T14:00:00.000Z,1611583200000,7
590,2021-01-25T15:00:00.000Z,1611586800000,15
591,2021-01-25T16:00:00.000Z,1611590400000,43
592,2021-01-25T17:00:00.000Z,1611594000000,15
593,2021-01-25T18:00:00.000Z,1611597600000,2
594,2021-01-25T19:00:00.000Z,1611601200000,6
595,2021-01-25T20:00:00.000Z,1611604800000,0
596,2021-01-25T21:00:00.000Z,1611608400000,125
597,2021-01-25T22:00:00.000Z,1611612000000,17
598,2021-01-25T23:00:00.000Z,1611615600000,7
599,2021-01-26T00:00:00.000Z,1611619200000,4
600,2021-01-26T01:00:00.000Z,1611622800000,4
601,2021-01-26T02:00:00.000Z,1611626400000,4
602,2021-01-26T03:00:00.000Z,1611630000000,4
603,2021-01-26T04:00:00.000Z,1611633600000,18
604,2021-01-26T05:00:00.000Z,1611637200000,8
605,2021-01-26T06:00:00.000Z,1611640800000,106
606,2021-01-26T07:00:00.000Z,1611644400000,26
607,2021-01-26T08:00:00.000Z,1611648000000,23
608,2021-01-26T09:00:00.000Z,1611651600000,12
609,2021-01-26T10:00:00.000Z,1611655200000,35
610,2021-01-26T11:00:00.000Z,1611658800000,13
611,2021-01-26T12:00:00.000Z,1611662400000,19
612,2021-01-26T13:00:00.000Z,1611666000000,34
613,2021-01-26T14:00:00.000Z,1611669600000,17
614,2021-01-26T15:00:00.000Z,1611673200000,27
615,2021-01-26T16:00:00.000Z,1611676800000,8
616,2021-01-26T17:00:00.000Z,1611680400000,4
617,2021-01-26T18:00:00.000Z,1611684000000,7
618,2021-01-26T19:00:00.000Z,1611687600000,2
619,2021-01-26T20:00:00.000Z,1611691200000,3
620,2021-01-26T21:00:00.000Z,1611694800000,2
621,2021-01-26T22:00:00.000Z,1611698400000,6
622,2021-01-26T23:00:00.000Z,1611702000000,16
623,2021-01-27T00:00:00.000Z,1611705600000,4
624,2021-01-27T01:00:00.000Z,1611709200000,2
625,2021-01-27T02:00:00.000Z,1611712800000,3
626,2021-01-27T03:00:00.000Z,1611716400000,2
627,2021-01-27T04:00:00.000Z,1611720000000,2
628,2021-01-27T05:00:00.000Z,1611723600000,12
629,2021-01-27T06:00:00.000Z,1611727200000,7
630,2021-01-27T07:00:00.000Z,1611730800000,4
631,2021-01-27T08:00:00.000Z,1611734400000,5
632,2021-01-27T09:00:00.000Z,1611738000000,36
633,2021-01-27T10:00:00.000Z,1611741600000,32
634,2021-01-27T11:00:00.000Z,1611745200000,5
635,2021-01-27T12:00:00.000Z,1611748800000,7
636,2021-01-27T13:00:00.000Z,1611752400000,4
637,2021-01-27T14:00:00.000Z,1611756000000,3
638,2021-01-27T15:00:00.000Z,1611759600000,1
639,2021-01-27T16:00:00.000Z,1611763200000,1
640,2021-01-27T17:00:00.000Z,1611766800000,5
